onet_soc_code,bls_soc_code,title,description,job_zone,alternate_title_count,alternate_titles_sample,oews_year,employment,annual_mean_wage,annual_median_wage,hourly_mean_wage,hourly_median_wage,employment_prse,ability_originality_lv,ability_problem_sensitivity_lv,ability_deductive_reasoning_lv,ability_inductive_reasoning_lv,ability_selective_attention_lv,ability_oral_comprehension_lv,skill_programming_lv,skill_critical_thinking_lv,skill_judgment_decision_making_lv,skill_complex_problem_solving_lv,skill_systems_analysis_lv,skill_systems_evaluation_lv,skill_social_perceptiveness_lv,skill_active_listening_lv,skill_persuasion_lv,skill_instructing_lv,skill_service_orientation_lv,cognitive_pivot_score
51-9195.00,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic","Mold, shape, form, cast, or carve products such as food products, figurines, tile, pipes, and candles consisting of clay, glass, plaster, concrete, stone, or combinations of materials.",2,145,Adobe Block Maker; Adobe Maker; Almond Paste Molder; Artificial Candy Maker; Batter Out; Bed Laborer; Bit Gatherer; Block Maker,2024,34750.0,46730.0,45690.0,22.47,21.97,3.0,2.0,2.62,2.62,2.75,2.75,3.25,0.0,2.62,2.38,2.12,1.38,1.38,2.38,2.62,2.0,2.12,2.0,2.208
51-9195.03,51-9195,"Stone Cutters and Carvers, Manufacturing",Cut or carve stone according to diagrams and patterns.,2,29,Carver; Chiseler; Cutter; Dresser; Foot Caster; Granite Cutter; Granite Fabricator; Granite Slab Fabricator,2024,34750.0,46730.0,45690.0,22.47,21.97,3.0,2.75,3.0,2.75,2.75,3.12,2.88,0.5,2.88,2.25,2.38,1.62,1.62,2.5,2.75,1.5,2.25,1.62,2.444
51-9195.04,51-9195,"Glass Blowers, Molders, Benders, and Finishers",Shape molten glass according to patterns.,2,36,Artificial Glass Eye Maker; Bender; Blow Molder; Blower; Bottle Blower; Fiber Glass Worker; Gaffer; Glass Bender,2024,34750.0,46730.0,45690.0,22.47,21.97,3.0,2.75,3.0,2.88,2.88,3.5,3.12,0.38,3.0,2.75,2.75,1.75,1.88,2.62,3.0,2.0,2.38,1.75,2.627
51-9195.05,51-9195,"Potters, Manufacturing","Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products.",3,15,Clay Mixer; Glazer; Jigger Artisan; Jigger Machine Operator; Jiggerman; Kiln Worker; Manufacturing Potter; Pot Maker,2024,34750.0,46730.0,45690.0,22.47,21.97,3.0,3.5,3.12,3.12,3.0,3.0,3.0,0.12,3.12,2.62,2.12,1.88,1.38,2.75,2.88,2.0,1.75,2.0,2.651
51-9196.00,51-9196,"Paper Goods Machine Setters, Operators, and Tenders","Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products.",2,103,Bag Machine Operator; Bag Machine Tender; Bag Maker; Bag Presser; Bag Valver; Bender Machine Operator; Binder; Box Brander,2024,96950.0,51750.0,49390.0,24.88,23.75,1.4,2.12,2.75,2.75,2.75,3.12,3.0,0.0,2.88,2.25,2.38,2.5,2.25,2.5,2.75,2.12,2.12,2.12,2.514
51-9197.00,51-9197,Tire Builders,Operate machines to build tires.,2,43,Automobile Tire Builder (Auto Tire Builder); Automobile Tire Recapper (Auto Tire Recapper); Bead Builder; Belt Builder; Belt Machine Operator; Buffer; Cord Tire Builder; Injection Mold Technician,2024,20970.0,56230.0,55580.0,27.03,26.72,2.5,2.0,2.62,2.62,2.5,3.12,2.75,0.25,2.5,2.0,2.0,1.12,0.88,2.0,2.62,1.38,1.88,1.75,2.027
51-9198.00,51-9198,Helpers--Production Workers,"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment.",2,604,Abrasive Mixer Helper; Acid Filler; Air and Water Filler; Aircraft Machinist Helper; Alodize Machine Helper; Anglesmith Helper; Animal Stunner; Annealer Helper,2024,167490.0,40080.0,38220.0,19.27,18.38,1.1,1.62,2.75,2.62,2.75,2.75,2.88,0.25,2.25,1.88,2.0,1.12,1.12,2.0,2.0,1.38,2.0,1.5,2.012
51-9199.00,51-9199,"Production Workers, All Other",All production workers not listed separately.,,2750,Abalone Processor; Abrasive Band Winder; Acetone Button Paster; Acid Adjuster; Acid Conditioning Worker; Acid Filler; Acid Painter; Acid Splicer,2024,277060.0,42940.0,38820.0,20.64,18.66,1.4,,,,,,,,,,,,,,,,,,
53-1041.00,53-1041,Aircraft Cargo Handling Supervisors,"Supervise and coordinate the activities of ground crew in the loading, unloading, securing, and staging of aircraft cargo or baggage. May determine the quantity and orientation of cargo and compute aircraft center of gravity. May accompany aircraft as member of flight crew and monitor and handle cargo in flight, and assist and brief passengers on safety and emergency procedures. Includes loadmasters.",2,22,Air Cargo Ground Crew Supervisor; Air Cargo Ground Operations Supervisor; Air Cargo Specialist Supervisor; Air Cargo Supervisor; Aircraft Loadmaster; Airfreight Loading Supervisor; Airport Operations Supervisor; Airport Ramp Supervisor,2024,10160.0,66190.0,63940.0,31.82,30.74,4.4,3.0,3.5,3.12,3.0,3.5,3.88,0.62,3.5,3.0,2.88,2.75,2.62,3.25,3.0,2.75,3.0,2.62,3.041
53-1042.00,53-1042,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand","Directly supervise and coordinate the activities of helpers, laborers, or material movers, hand.",2,74,Agency Operator; Aircraft Cleaning Supervisor; Boat and Plant Utility Supervisor; Building Materials Supervisor; Car Cleaning Supervisor; Car Wash Supervisor; Carpenter Labor Supervisor; Chute Boss,2024,,,,,,,3.0,3.62,3.75,3.12,3.0,4.0,0.25,3.62,3.0,3.0,2.75,2.88,3.38,3.75,3.12,3.0,2.75,3.193
53-1042.01,53-1042,Recycling Coordinators,Supervise curbside and drop-off recycling programs for municipal governments or private firms.,2,23,Agency Operator; Corporate Recycling Manager; Heavy Equipment Supervisor; Materials Manager; Recycle Coordinator; Recycle Supervisor; Recycling Center Operator; Recycling Coordinator,2024,,,,,,,2.5,3.0,3.25,3.12,2.62,3.75,0.5,3.5,3.12,2.75,2.75,2.88,3.12,3.12,3.25,2.88,2.88,2.986
53-1043.00,53-1043,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Directly supervise and coordinate activities of material-moving machine and vehicle operators and helpers.,3,82,Building Materials Supervisor; Bus Dispatcher Supervisor; Bus Driver Supervisor; Cab Dispatcher Supervisor; Cab Supervisor; Car Supervisor; Cargo Manager; Cargo Supervisor,2024,,,,,,,3.12,3.75,3.75,3.0,3.0,4.0,0.25,3.62,3.25,3.38,3.12,3.0,3.5,3.88,3.0,3.12,3.0,3.332
53-1044.00,53-1044,First-Line Supervisors of Passenger Attendants,Supervise and coordinate activities of passenger attendants.,3,22,Airflight Attendants Supervisor; Airplane Flight Attendant Supervisor; Airplane Pilot Supervisor; Boatswain; Cabin Service Agent; Cargo Supervisor; Chief Passenger Ship Steward; Chief Passenger Ship Stewardess,2024,,,,,,,,,,,,,,,,,,,,,,,,
53-1049.00,53-1049,"First-Line Supervisors of Transportation Workers, All Other",All first-line supervisors of transportation workers not listed separately.,,1,Gas Station Supervisor,2024,,,,,,,,,,,,,,,,,,,,,,,,
53-2011.00,53-2011,"Airline Pilots, Copilots, and Flight Engineers","Pilot and navigate the flight of fixed-wing aircraft, usually on scheduled air carrier routes, for the transport of passengers and cargo. Requires Federal Air Transport certificate and rating for specific aircraft type used. Includes regional, national, and international airline pilots and flight instructors of airline pilots.",4,26,Air Force Pilot; Airbus Captain; Aircraft Captain; Aircraft Pilot; Airline Captain; Airline Pilot; Airline Pilot Flight Instructor; Airline Transport Pilot,2024,99300.0,280570.0,226600.0,nan,nan,0.7,3.0,5.0,4.38,4.25,4.12,4.75,0.5,4.12,4.25,3.62,3.25,3.25,3.25,4.25,2.62,4.0,2.88,3.902
53-2012.00,53-2012,Commercial Pilots,"Pilot and navigate the flight of fixed-wing aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots. Excludes regional, national, and international airline pilots.",3,54,Advanced Air Mobility Operator (AAM Operator); Advanced Air Mobility Pilot (AAM Pilot); Advanced Air Mobility Technician (AAM Technician); Aerial Advertiser; Aerial Crop Duster; Aerial Hurricane Hunter; Aerial Sprayer; Agricultural Pilot,2024,51830.0,142960.0,122670.0,nan,nan,2.3,3.0,4.88,4.0,4.0,4.0,4.25,0.5,4.0,3.75,3.62,3.0,3.0,3.0,4.12,3.0,3.38,2.88,3.694
53-2021.00,53-2021,Air Traffic Controllers,"Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety.",3,48,Access Control Specialist; Air Route Controller; Air Route Traffic Controller; Air Traffic Control Operator; Air Traffic Control Specialist (ATCS); Air Traffic Control Support Specialist (ATC Support Specialist); Air Traffic Controller (ATC); Air Traffic Coordinator,2024,22400.0,142740.0,144580.0,68.62,69.51,0.7,3.5,4.62,4.38,4.0,4.88,4.62,0.75,4.12,4.12,4.5,3.25,3.25,3.25,4.0,2.88,3.38,3.38,3.971
53-2022.00,53-2022,Airfield Operations Specialists,"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel, dispatching, using airfield landing and navigational aids, implementing airfield safety procedures, monitoring and maintaining flight records, and applying knowledge of weather information.",3,28,Airfield Operations Specialist; Airfield Services Officer; Airline Agent; Airline Dispatcher; Airport Agent; Airport Operations Agent; Airport Operations Coordinator; Airport Operations Crew Member,2024,16640.0,67120.0,56750.0,32.27,27.28,4.6,3.0,4.25,4.0,3.5,3.38,4.0,0.38,3.88,3.25,3.25,3.0,3.12,3.0,4.0,2.88,3.12,3.0,3.472
53-2031.00,53-2031,Flight Attendants,"Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents.",2,20,Aircraft Cabin Agent; Airline Attendant; Airline Flight Attendant; Airline Hostess; Airline Stewardess; Airplane Flight Attendant; Cabin Attendant; Door and Arrival Attendant,2024,130110.0,78950.0,67130.0,nan,nan,0.8,2.12,3.88,3.62,3.25,3.12,4.0,0.38,3.62,2.88,2.62,1.88,1.88,3.25,3.25,2.88,2.88,3.62,2.861
53-3011.00,53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians","Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients.",2,30,Ambulance Attendant; Ambulance Driver; Care Attendant; Certified Emergency Vehicle Technician (CEV Technician); Chair Car Driver; Class B Driver; CPR Ambulance Driver (Cardio Pulmonary Resuscitation Ambulance Driver); Driver,2024,12080.0,35550.0,34330.0,17.09,16.51,4.6,2.38,3.75,3.62,3.12,3.0,4.0,0.12,3.0,2.88,2.75,2.0,1.75,3.12,3.12,2.62,3.0,3.12,2.806
53-3031.00,53-3031,Driver/Sales Workers,"Drive truck or other vehicle over established routes or within an established territory and sell or deliver goods, such as food products, including restaurant take-out items, or pick up or deliver items such as commercial laundry. May also take orders, collect payment, or stock merchandise at point of delivery.",2,72,Automotive Parts Delivery Driver (Auto Parts Delivery Driver); Bakery Deliverer; Bobtailer; Bread Distributor; Bread Jockey; Breadman; Catering Driver; City Route Driver,2024,417420.0,39670.0,37130.0,19.07,17.85,2.3,2.0,3.0,3.0,2.88,2.62,3.75,0.0,3.38,2.75,2.88,1.88,1.88,2.88,3.0,3.0,1.88,3.0,2.628
53-3032.00,53-3032,Heavy and Tractor-Trailer Truck Drivers,"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers.",2,159,Armored Truck Driver; Automotive Carrier Driver (Auto Carrier Driver); Automotive Crane Driver (Auto Crane Driver); Automotive Haulaway Driver (Auto Haulaway Driver); Automotive Hauler (Auto Hauler); Automotive Transport Driver (Auto Transport Driver); Basket Operator; Batch Mixing Truck Driver,2024,2070480.0,58400.0,57440.0,28.08,27.62,0.4,1.75,3.0,3.0,2.88,3.12,3.0,0.0,2.88,2.75,2.5,2.0,1.88,2.38,3.0,1.75,1.75,2.0,2.516
53-3033.00,53-3033,Light Truck Drivers,"Drive a light vehicle, such as a truck or van, with a capacity of less than 26,001 pounds Gross Vehicle Weight (GVW), primarily to pick up merchandise or packages from a distribution center and deliver. May load and unload vehicle.",2,50,Bulk Delivery Driver; Car Escort; Commercial Driver; Deliverer; Delivery Driver; Delivery Person; Delivery Truck Driver; Directories Distributor,2024,994410.0,47950.0,44140.0,23.05,21.22,0.7,1.88,2.88,2.88,2.62,2.88,3.0,0.0,2.75,2.0,2.25,1.88,1.75,2.38,2.88,1.75,1.62,2.0,2.321
53-3051.00,53-3051,"Bus Drivers, School",Drive a school bus to transport students. Ensure adherence to safety rules. May assist students in boarding or exiting.,2,16,Bus Drive Coordinator; Bus Driver; Bus Monitor; Campus Driver; CDL Bus Driver (Commercial Driver's License Bus Driver); CDL School Bus Driver (Commercial Driver's License School Bus Driver); Public School Bus Driver; School Bus Driver,2024,387920.0,46660.0,47040.0,22.44,22.62,1.1,2.25,3.0,2.88,2.75,3.12,3.38,0.0,2.75,2.5,2.62,1.25,1.25,3.0,3.25,2.5,2.38,2.62,2.361
53-3052.00,53-3052,"Bus Drivers, Transit and Intercity","Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets.",2,32,Bus Driver; Bus Operator; CDL Bus Driver (Commercial Driver's License Bus Driver); Charter Bus Driver; Charter Coach Driver; Charter Driver; City Bus Driver; Coach Operator,2024,148980.0,58390.0,57440.0,28.07,27.61,1.0,1.75,3.0,2.25,2.25,3.25,2.88,0.0,2.75,2.38,1.62,1.12,1.12,2.38,2.75,1.75,1.5,2.62,2.027
53-3053.00,53-3053,Shuttle Drivers and Chauffeurs,Drive a motor vehicle to transport passengers on a planned or scheduled basis. May collect a fare. Includes nonemergency medical transporters and hearse drivers.,2,36,Airport Apron Bus Driver; Airport Shuttle Driver; Airside Transfer Bus Driver; Bus Driver; Car Driver; Chauffeur; Corporate Driver; Courtesy Car Driver,2024,229630.0,39070.0,36670.0,18.79,17.63,1.2,2.5,2.88,2.88,2.75,2.88,3.5,0.12,2.88,2.5,2.38,1.38,1.5,3.0,2.88,2.38,2.38,2.75,2.406
53-3054.00,53-3054,Taxi Drivers,"Drive a motor vehicle to transport passengers on an unplanned basis and charge a fare, usually based on a meter.",2,21,Bicycle Taxi Driver; Cab Driver; Driver; Hack Driver; Hacker; Limo Driver (Limousine Driver); Lyft Driver; Pedicab Driver,2024,17510.0,39310.0,36220.0,18.9,17.42,7.4,,,,,,,,,,,,,,,,,,
53-3099.00,53-3099,"Motor Vehicle Operators, All Other",All motor vehicle operators not listed separately.,,16,Assembly Line Driver; Car Deliverer; Car Driver; Delivery Motorcycle Driver; Ice-Resurfacing Machine Operators; Leaf Sucker Operator; Motorcycle Deliverer; Motorcycle Delivery Driver,2024,50330.0,40980.0,36260.0,19.7,17.43,3.1,,,,,,,,,,,,,,,,,,
53-4011.00,53-4011,Locomotive Engineers,"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations.",2,36,Diesel Engine Operator; Diesel Engineer; Diesel Locomotive Engineer; Engine Pilot; Engineer; Engineman; Freight Engineer; Fuel Pilot Engineer,2024,31990.0,81540.0,77400.0,39.2,37.21,0.7,2.0,3.38,3.12,3.12,4.0,3.88,0.0,3.12,3.0,3.0,2.25,2.12,2.62,3.25,1.75,2.62,1.88,2.79
53-4013.00,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers","Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location.",2,47,Car Barn Laborer; Car Mover; Carman; Coal Tram Driver; Coal Trammer; Diesel Dinkey Engineer; Diesel Dinkey Operator; Dinkey Driver,2024,3300.0,60810.0,58030.0,29.23,27.9,4.7,2.0,4.12,3.12,3.0,3.25,3.88,0.25,3.0,2.88,3.12,2.12,2.25,2.12,3.0,1.75,2.88,2.0,2.846
53-4022.00,53-4022,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers","Operate or monitor railroad track switches or locomotive instruments. May couple or uncouple rolling stock to make up or break up trains. Watch for and relay traffic signals. May inspect couplings, air hoses, journal boxes, and hand brakes. May watch for dragging equipment or obstacles on rights-of-way.",2,96,Air Brake Operator; Air Hose Coupler; Area Brakeman; Brake Holder; Brake Rider; Brakeman; Car Coupler; Car Hopper,2024,12460.0,63170.0,65480.0,30.37,31.48,1.7,2.5,3.12,3.12,3.0,3.0,3.62,0.0,2.88,2.38,2.88,2.0,2.0,2.62,2.88,2.38,2.5,2.25,2.653
53-4031.00,53-4031,Railroad Conductors and Yardmasters,"Coordinate activities of switch-engine crew within railroad yard, industrial plant, or similar location. Conductors coordinate activities of train crew on passenger or freight trains. Yardmasters review train schedules and switching orders and coordinate activities of workers engaged in railroad traffic operations, such as the makeup or breakup of trains and yard switching.",2,41,Car Chaser; Car Dispatcher; Car Distributor; Car Spotter; Centralized Traffic Control Operator (CTC Operator); Conductor; Dispatch Manager; Engine Supervisor,2024,42710.0,75490.0,74080.0,36.29,35.62,0.6,2.75,3.75,3.75,3.12,3.25,4.0,0.5,3.62,3.0,3.38,3.0,3.0,3.0,3.12,3.0,3.0,2.62,3.263
53-4041.00,53-4041,Subway and Streetcar Operators,"Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares.",2,33,Combined Rail Operator; Electric Motorman; Elevated Motorman; Light Rail Operator; Light Rail Train Operator; Light Rail Transit Operator; Light Rail Vehicle Operator (LRV Operator); Monorail Operator,2024,9200.0,75620.0,84830.0,36.36,40.78,2.0,1.88,3.12,3.0,3.0,3.25,3.38,0.0,3.25,2.88,2.88,1.12,2.0,2.88,3.0,2.12,2.5,2.88,2.57
53-4099.00,53-4099,"Rail Transportation Workers, All Other",All rail transportation workers not listed separately.,,42,Ballast Cleaning Operator; Ballast Regulator Operator; Block Operator; Car Barn Laborer; Car Retarder Operator; Control Tower Operator; Hostler Helper; Hot Box Checker,2024,1520.0,53500.0,49330.0,25.72,23.72,10.3,,,,,,,,,,,,,,,,,,
